row_number,row_number,AGNO,COD_ESCUELA_PAIS,DGV_RBD,NOM_RBD,MRUN,RUT_SOSTENEDOR,P_JURIDICA,COD_ADM1,NOM_REG_RBD_A,COD_PRO_RBD,COD_ADM3,NOM_ADM3,COD_DEPROV_RBD,NOM_DEPROV_RBD,COD_DEPE,COD_DEPE2,RURAL_RBD,CONVENIO_PIE,ENS_01,ENS_02,ENS_03,ENS_04,ENS_05,ENS_06,ENS_07,ENS_08,ENS_09,ENS_10,ENS_11,MATRICULA,ESTADO_ESTAB,ORI_RELIGIOSA,ORI_OTRO_GLOSA,PAGO_MATRICULA,PAGO_MENSUAL,lat,long,geohash,geometry,cod_comuna,Comuna,g_adm_1,g_adm_3,month,day,n_visitantes_geohash,n_visitantes_adm3,n_visitantes_0,n_visitantes_1,n_visitantes_2,n_visitantes_3,n_visitantes_4,n_visitantes_5,n_visitantes_6,n_visitantes_7,n_visitantes_8,n_visitantes_9,n_visitantes_10,n_visitantes_11,n_visitantes_12,n_visitantes_13,n_visitantes_14,n_visitantes_15,n_visitantes_16,n_visitantes_17,n_visitantes_18,n_visitantes_19,n_visitantes_20,n_visitantes_21,n_visitantes_22,n_visitantes_23,_merge
473046,5211,2019,6328,2,ESCUELA SANTA ANITA, ,69191100,1,9,ARAUC,91,9109,LONCOCHE,93,CAUTÍN SUR,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9, ,GRATUITO,SIN INFORMACION,-39.27864047,-72.6334948,63h2e1t,POINT (-72.63349479999999 -39.27864047),9109,Loncoche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
473047,5212,2019,6329,0,ESCUELA QUESQUECHAN, ,69191100,1,9,ARAUC,91,9109,LONCOCHE,93,CAUTÍN SUR,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,3, ,GRATUITO,GRATUITO,-39.27587891,-72.56295013,63h2sf1,POINT (-72.56295013 -39.27587891),9109,Loncoche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
473048,5213,2019,6330,4,ESCUELA EL TUNEL, ,69191100,1,9,ARAUC,91,9109,LONCOCHE,93,CAUTÍN SUR,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1, ,GRATUITO,GRATUITO,-39.30160283,-72.60185122,63h27vk,POINT (-72.60185122 -39.30160283),9109,Loncoche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
473049,5215,2019,6332,0,ESCUELA BASICA NILCAHUIN, ,69191100,1,9,ARAUC,91,9109,LONCOCHE,93,CAUTÍN SUR,2,1,1,1,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-39.38922119,-72.7658844,62urbjm,POINT (-72.7658844 -39.38922119),9109,Loncoche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
473150,5218,2019,6335,5,ESCUELA NANCAHUE, ,69191100,1,9,ARAUC,91,9109,LONCOCHE,93,CAUTÍN SUR,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2, ,GRATUITO,GRATUITO,-39.26413601,-72.49274858,63h2wkh,POINT (-72.49274858 -39.26413601),9109,Loncoche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
473283,5222,2019,6343,6,ESCUELA PARTICULAR COLLICO, ,65154689,1,9,ARAUC,91,9109,LONCOCHE,93,CAUTÍN SUR,3,2,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,7,SE DEJA A ELECCIÓN DE LOS PADRES,GRATUITO,GRATUITO,-39.41325744,-72.67546774,62urf1p,POINT (-72.67546774 -39.41325744),9109,Loncoche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
473284,5223,2019,6344,4,ESCUELA PARTICULAR LIGLELFUN, ,65155741,1,9,ARAUC,91,9109,LONCOCHE,93,CAUTÍN SUR,3,2,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-39.36327384,-72.45989362,63h2p4h,POINT (-72.45989362 -39.36327384),9109,Loncoche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
473285,5224,2019,6345,2,ESCUELA PARTICULAR PULMAHUE, ,82733800,1,9,ARAUC,91,9109,LONCOCHE,93,CAUTÍN SUR,3,2,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-39.409400899999994,-72.45233991,62urz39,POINT (-72.45233991000001 -39.4094009),9109,Loncoche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
473286,5225,2019,6347,9,ESCUELA PARTICULAR SUBVENCIONADA LA FAMILIA, ,65145398,1,9,ARAUC,91,9109,LONCOCHE,93,CAUTÍN SUR,3,2,1,1,110,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-39.3518956,-72.42130029,63h80h0,POINT (-72.42130029 -39.3518956),9109,Loncoche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
473350,12119,2019,19904,4,IER. LICEO TÉCNICO PROFESIONAL HUISCAPI, ,82067200,1,9,ARAUC,91,9109,LONCOCHE,93,CAUTÍN SUR,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2, ,GRATUITO,GRATUITO,-39.30411986,-72.41268631,63h82hy,POINT (-72.41268631 -39.30411986),9109,Loncoche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
473428,12354,2019,20179,0,COLEGIO CAMPESTRE RAFAEL POMBO, ,65156271,1,9,ARAUC,91,9109,LONCOCHE,93,CAUTÍN SUR,3,2,1,1,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-39.322178,-72.411224,63h821x,POINT (-72.411224 -39.322178),9109,Loncoche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
473775,5088,2019,6170,0,ESCUELA ARMANDO QUINTULEN, ,69190900,1,9,ARAUC,91,9105,FREIRE,93,CAUTÍN SUR,2,1,1,1,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-38.9451561,-72.83973694,63h4qqr,POINT (-72.83973693999999 -38.9451561),9105,Freire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
473776,5090,2019,6173,5,ESCUELA RUCAHUE, ,69190900,1,9,ARAUC,91,9105,FREIRE,93,CAUTÍN SUR,2,1,1,1,110,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-39.02466583,-72.48339081,63h3yxg,POINT (-72.48339081 -39.02466583),9105,Freire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
473793,5093,2019,6177,8,ESCUELA CACIQUE AILLANIR, ,69190900,1,9,ARAUC,91,9105,FREIRE,93,CAUTÍN SUR,2,1,1,1,110,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-38.84806442,-72.70819855,63h6crz,POINT (-72.70819855000001 -38.84806442),9105,Freire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
473794,5094,2019,6178,6,ESCUELA BASICA QUETROCO, ,69190900,1,9,ARAUC,91,9105,FREIRE,93,CAUTÍN SUR,2,1,1,1,110,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-39.01010132,-72.42382813,63h6pfq,POINT (-72.42382813 -39.01010132),9105,Freire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
473795,5095,2019,6179,4,ESCUELA RURAL EL LLIUCO, ,69190900,1,9,ARAUC,91,9105,FREIRE,93,CAUTÍN SUR,2,1,1,1,110,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-38.96360397,-72.84442902,63h4q6u,POINT (-72.84442902000001 -38.96360397),9105,Freire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
473796,5096,2019,6180,8,ESCUELA DOLLINCO, ,69190900,1,9,ARAUC,91,9105,FREIRE,93,CAUTÍN SUR,2,1,1,1,110,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-38.88184357,-72.67995453,63h6f1u,POINT (-72.67995453 -38.88184357),9105,Freire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
473797,5097,2019,6181,6,ESCUELA COIPUE, ,69190900,1,9,ARAUC,91,9105,FREIRE,93,CAUTÍN SUR,2,1,1,1,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-39.05599594,-72.38968658,63h9bdp,POINT (-72.38968658 -39.05599594),9105,Freire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
474072,5105,2019,6192,1,ESCUELA PARTICULAR LAS PATAGUAS, ,65156361,1,9,ARAUC,91,9105,FREIRE,93,CAUTÍN SUR,3,2,1,1,110,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-38.88792277,-72.50157856,63h6y0t,POINT (-72.50157856 -38.88792277),9105,Freire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
474091,5112,2019,6203,0,ESCUELA PARTICULAR SAN NICANOR, ,82733800,1,9,ARAUC,91,9105,FREIRE,93,CAUTÍN SUR,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2, ,GRATUITO,GRATUITO,-38.95336106,-72.4464031,63h6rky,POINT (-72.4464031 -38.95336106),9105,Freire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
474092,5113,2019,6204,9,ESCUELA PARTICULAR SAN ISIDRO LABRADOR, ,82733800,1,9,ARAUC,91,9105,FREIRE,93,CAUTÍN SUR,3,2,1,1,10,110,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-38.87926533,-72.56700233,63h6udn,POINT (-72.56700232999999 -38.87926533),9105,Freire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
474103,5116,2019,6207,3,ESCUELA PARTICULAR RUPAYAN DE MALLOHUE, ,71054000,1,9,ARAUC,91,9105,FREIRE,93,CAUTÍN SUR,3,2,1,1,110,0,0,0,0,0,0,0,0,0,0,1,1,3, ,GRATUITO,GRATUITO,-38.96841568,-72.86853717,63h4mf4,POINT (-72.86853717 -38.96841568),9105,Freire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
474136,5126,2019,6221,9,ESCUELA PARTICULAR SAN ROQUE, ,65154882,1,9,ARAUC,91,9105,FREIRE,93,CAUTÍN SUR,3,2,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-39.03450293,-72.40294546,63h9bmv,POINT (-72.40294546 -39.03450293),9105,Freire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
474138,8911,2019,11471,5,ESCUELA PARTICULAR FOLILCO, ,65152487,1,9,ARAUC,91,9105,FREIRE,93,CAUTÍN SUR,3,2,1,1,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-39.02948059,-72.45453591,63h3zqb,POINT (-72.45453591 -39.02948059),9105,Freire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
474139,12269,2019,20084,0,ESCUELA PARTICULAR CHIHUIMPILLI, ,65154763,1,9,ARAUC,91,9105,FREIRE,93,CAUTÍN SUR,3,2,1,1,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-38.88133153,-72.5553854,63h6ucy,POINT (-72.55538540000001 -38.88133153),9105,Freire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
474140,12378,2019,20205,3,ESCUELA PARTICULAR HABIT-ART, ,65134411,1,9,ARAUC,91,9112,PADRE LAS CASAS,93,CAUTÍN SUR,3,2,1,1,10,110,310,0,0,0,0,0,0,0,0,1,1,3, ,GRATUITO,GRATUITO,-38.904191,-72.42389305,63h6xvw,POINT (-72.42389305 -38.904191),9105,Freire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
474146,5121,2019,6214,6,ESCUELA PARTICULAR RENACER, ,65155104,1,9,ARAUC,91,9111,NUEVA IMPERIAL,92,CAUTÍN NORTE,3,2,1,1,110,0,0,0,0,0,0,0,0,0,0,1,1,3, ,GRATUITO,GRATUITO,-38.85320718,-72.82204285,63h4yyu,POINT (-72.82204285 -38.85320718),9111,Nueva Imperial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
474147,5405,2019,6567,6,ESCUELA PARTICULAR JOSE ABELARDO NUNEZ, ,65122036,1,9,ARAUC,91,9111,NUEVA IMPERIAL,92,CAUTÍN NORTE,3,2,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,3, ,GRATUITO,GRATUITO,-38.66659303,-73.06192053,63hh12v,POINT (-73.06192052999999 -38.66659303),9111,Nueva Imperial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
474787,5425,2019,6593,5,ESCUELA BASICA EL CRUCERO, ,65154272,1,9,ARAUC,91,9111,NUEVA IMPERIAL,92,CAUTÍN NORTE,6,5,1,1,10,110,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-38.78243637,-72.84889221,63h5q7c,POINT (-72.84889221 -38.78243637),9111,Nueva Imperial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
474788,5428,2019,6597,8,ESCUELA BASIC RAYEN MAPU, ,65154272,1,9,ARAUC,91,9111,NUEVA IMPERIAL,92,CAUTÍN NORTE,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3, ,GRATUITO,GRATUITO,-38.63927859,-73.06233955,63hh1mv,POINT (-73.06233955 -38.63927859),9111,Nueva Imperial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
474799,5431,2019,6600,1,ESCUELA EL COPIHUAL, ,65154272,1,9,ARAUC,91,9111,NUEVA IMPERIAL,92,CAUTÍN NORTE,6,5,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,3, ,GRATUITO,GRATUITO,-38.85489655,-72.99205017,63h4gn8,POINT (-72.99205017 -38.85489655),9111,Nueva Imperial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
474800,5432,2019,6602,8,ESCUELA BASICA CATRIANCHE, ,65154272,1,9,ARAUC,91,9111,NUEVA IMPERIAL,92,CAUTÍN NORTE,6,5,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-38.69960403,-72.95666504,63h5gff,POINT (-72.95666504 -38.69960403),9111,Nueva Imperial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
474801,5435,2019,6605,2,ESC.BASICA RAYEN MAHUIDA, ,65154272,1,9,ARAUC,91,9111,NUEVA IMPERIAL,92,CAUTÍN NORTE,6,5,1,1,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-38.65561295,-72.99243927,63hh54b,POINT (-72.99243927000001 -38.65561295),9111,Nueva Imperial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
474802,5437,2019,6607,9,ESC. BASICA SANTA MARIA, ,69190400,1,9,ARAUC,91,9111,NUEVA IMPERIAL,92,CAUTÍN NORTE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9, ,SIN INFORMACION,SIN INFORMACION,-38.71266733,-72.83133295,63h5y8t,POINT (-72.83133295 -38.71266733),9111,Nueva Imperial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
474934,5442,2019,6613,3,ESC. BASICA CACIQUE HUEICHAQUEO, ,69190400,1,9,ARAUC,91,9111,NUEVA IMPERIAL,92,CAUTÍN NORTE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9, ,SIN INFORMACION,SIN INFORMACION,-38.65486243,-72.9451042,63hhh54,POINT (-72.9451042 -38.65486243),9111,Nueva Imperial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
474935,5443,2019,6614,1,ESC. BASICA CINCO MANZANOS, ,65154272,1,9,ARAUC,91,9111,NUEVA IMPERIAL,92,CAUTÍN NORTE,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2, ,GRATUITO,GRATUITO,-38.71105952,-72.85118131,63h5y0z,POINT (-72.85118131 -38.71105952),9111,Nueva Imperial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
474936,5445,2019,6617,6,ESC. RAYEN KOSKILLA, ,69190400,1,9,ARAUC,91,9111,NUEVA IMPERIAL,92,CAUTÍN NORTE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9, ,SIN INFORMACION,SIN INFORMACION,-38.86180639,-73.01249643,63h4ft3,POINT (-73.01249643 -38.86180639),9111,Nueva Imperial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
475026,5447,2019,6620,6,ESC. BASICA AILLINCO, ,69190400,1,9,ARAUC,91,9111,NUEVA IMPERIAL,92,CAUTÍN NORTE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9, ,SIN INFORMACION,SIN INFORMACION,-38.72018448,-72.97847648,63h5er4,POINT (-72.97847648 -38.72018448),9111,Nueva Imperial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
475116,5452,2019,6625,7,ESC. BASICA LOS CANELOS, ,65154272,1,9,ARAUC,91,9111,NUEVA IMPERIAL,92,CAUTÍN NORTE,6,5,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-38.78837585,-73.06450653,63h536u,POINT (-73.06450653 -38.78837585),9111,Nueva Imperial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
475117,5455,2019,6628,1,ESC. BASICA LIFKO, ,65154272,1,9,ARAUC,91,9111,NUEVA IMPERIAL,92,CAUTÍN NORTE,6,5,1,1,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-38.73311996,-73.03873444,63h59uy,POINT (-73.03873444 -38.73311996),9111,Nueva Imperial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
475212,5463,2019,6638,9,ESCUELA EL MIRADOR, ,69190400,1,9,ARAUC,91,9111,NUEVA IMPERIAL,92,CAUTÍN NORTE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2, ,GRATUITO,GRATUITO,-38.57265124,-73.09263099,63hh8dp,POINT (-73.09263099 -38.57265124),9111,Nueva Imperial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
475213,5464,2019,6639,7,ESCUELA BASICA MANIO DUCANAN, ,65154272,1,9,ARAUC,91,9111,NUEVA IMPERIAL,92,CAUTÍN NORTE,6,5,1,1,10,110,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-38.8475914,-73.04179382,63h51bh,POINT (-73.04179382 -38.8475914),9111,Nueva Imperial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
475448,5477,2019,6654,0,ESCUELA PARTICULAR ENTRE RIOS, ,82733800,1,9,ARAUC,91,9111,NUEVA IMPERIAL,92,CAUTÍN NORTE,3,2,1,1,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-38.793671999999994,-72.87465451,63h5m9y,POINT (-72.87465451 -38.793672),9111,Nueva Imperial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
475449,5478,2019,6655,9,ESCUELA PARTICULAR LORD COCHRANE, ,77083980,1,9,ARAUC,91,9111,NUEVA IMPERIAL,92,CAUTÍN NORTE,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3, ,GRATUITO,GRATUITO,-38.80428515,-72.94845149,63h5hpb,POINT (-72.94845149 -38.80428515),9111,Nueva Imperial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
475450,5479,2019,6656,7,ESCUELA PARTICULAR LOS GUINDOS, ,65145637,1,9,ARAUC,91,9111,NUEVA IMPERIAL,92,CAUTÍN NORTE,3,2,1,1,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-38.69840842,-73.02124249,63h5f75,POINT (-73.02124249000001 -38.69840842),9111,Nueva Imperial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
475453,5486,2019,6664,8,ESCUELA PARTICULAR CARDAL,19327108, ,0,9,ARAUC,91,9111,NUEVA IMPERIAL,92,CAUTÍN NORTE,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9, ,SIN INFORMACION,SIN INFORMACION,-38.74860373,-73.04730612,63h59f0,POINT (-73.04730612 -38.74860373),9111,Nueva Imperial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
475454,5487,2019,6665,6,ESCUELA PARTICULAR CUDICO, ,65151442,1,9,ARAUC,91,9111,NUEVA IMPERIAL,92,CAUTÍN NORTE,3,2,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-38.82193547,-73.05047078,63h51sw,POINT (-73.05047078 -38.82193547),9111,Nueva Imperial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
475520,5489,2019,6667,2,ESCUELA PARTICULAR RULO, ,65034053,1,9,ARAUC,91,9111,NUEVA IMPERIAL,92,CAUTÍN NORTE,3,2,1,1,10,110,0,0,0,0,0,0,0,0,0,1,1,3, ,GRATUITO,GRATUITO,-38.75632792,-73.00879428,63h5d8s,POINT (-73.00879428 -38.75632792),9111,Nueva Imperial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
475521,5495,2019,6673,7,ESCUELA PARTICULAR PUEL MAPU, ,65155261,1,9,ARAUC,91,9111,NUEVA IMPERIAL,92,CAUTÍN NORTE,3,2,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-38.69609073,-73.01137776,63h5fed,POINT (-73.01137776 -38.69609073),9111,Nueva Imperial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
475522,5496,2019,6674,5,ESCUELA PARTICULAR ALTO MANIO, ,65123203,1,9,ARAUC,91,9111,NUEVA IMPERIAL,92,CAUTÍN NORTE,3,2,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-38.83179774,-72.99853322,63h54fu,POINT (-72.99853322 -38.83179774),9111,Nueva Imperial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
475523,5497,2019,6676,1,ESCUELA PARTICULAR LLANCAHUE, ,76132529,1,9,ARAUC,91,9111,NUEVA IMPERIAL,92,CAUTÍN NORTE,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2, ,GRATUITO,GRATUITO,-38.80482527,-72.98132199,63h55rb,POINT (-72.98132199 -38.80482527),9111,Nueva Imperial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
475524,5502,2019,6683,4,ESCUELA PARTICULAR WILFREDO PASSAU, ,82733800,1,9,ARAUC,91,9111,NUEVA IMPERIAL,92,CAUTÍN NORTE,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2, ,GRATUITO,GRATUITO,-38.88046603,-72.8318364,63h4ydj,POINT (-72.8318364 -38.88046603),9111,Nueva Imperial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
475525,5503,2019,6684,2,ESCUELA PARTICULAR SAN ANTONIO, ,65095006,1,9,ARAUC,91,9111,NUEVA IMPERIAL,92,CAUTÍN NORTE,3,2,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-38.86949429,-72.90274998,63h4vh1,POINT (-72.90274998 -38.86949429),9111,Nueva Imperial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
475526,5504,2019,6686,9,ESCUELA PARTICULAR LIDIA RIQUELME, ,65149019,1,9,ARAUC,91,9111,NUEVA IMPERIAL,92,CAUTÍN NORTE,3,2,1,1,10,110,0,0,0,0,0,0,0,0,0,1,1,7,ADVENTISTA,GRATUITO,GRATUITO,-38.87099303,-73.05597713,63h4cef,POINT (-73.05597713 -38.87099303),9111,Nueva Imperial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
475527,5506,2019,6688,5,ESCUELA PARTICULAR TRANAMIL RULO, ,65156431,1,9,ARAUC,91,9111,NUEVA IMPERIAL,92,CAUTÍN NORTE,3,2,1,1,10,110,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-38.76270062,-72.98314083,63h57pr,POINT (-72.98314083 -38.76270062),9111,Nueva Imperial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
475528,5508,2019,6690,7,ESCUELA PARTICULAR PEDRO AGUIRRE CERDA, ,65155812,1,9,ARAUC,91,9111,NUEVA IMPERIAL,92,CAUTÍN NORTE,3,2,1,1,10,110,0,0,0,0,0,0,0,0,0,1,1,7,LAICA,GRATUITO,GRATUITO,-38.73561116,-73.02582645,63h5dk2,POINT (-73.02582645 -38.73561116),9111,Nueva Imperial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
475616,5511,2019,6693,1,ESCUELA PARTICULAR ISABEL RIQUELME, ,76164925,1,9,ARAUC,91,9111,NUEVA IMPERIAL,92,CAUTÍN NORTE,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2, ,GRATUITO,GRATUITO,-38.80471183,-73.04743339,63h51zb,POINT (-73.04743338999999 -38.80471183),9111,Nueva Imperial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
475617,5512,2019,6695,8,ESCUELA PARTICULAR FAIZI, ,65046829,1,9,ARAUC,91,9111,NUEVA IMPERIAL,92,CAUTÍN NORTE,3,2,1,0,10,110,0,0,0,0,0,0,0,0,0,1,1,7,FE BAHÁ`Í,GRATUITO,GRATUITO,-38.75139264,-73.03022228,63h5d1t,POINT (-73.03022228 -38.75139264),9111,Nueva Imperial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
475618,5514,2019,6698,2,ESCUELA PARTICULAR BUENOS AIRES, ,76179722,1,9,ARAUC,91,9111,NUEVA IMPERIAL,92,CAUTÍN NORTE,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2, ,GRATUITO,GRATUITO,-38.61224683,-73.07197028,63hh34y,POINT (-73.07197028 -38.61224683),9111,Nueva Imperial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
475619,5516,2019,6700,8,ESCUELA PARTICULAR TRAYENCO, ,65147448,1,9,ARAUC,91,9121,CHOLCHOL,92,CAUTÍN NORTE,3,2,1,0,10,110,0,0,0,0,0,0,0,0,0,1,1,7,MAPUZUGUN,GRATUITO,GRATUITO,-38.72191,-72.855216,63h5wnu,POINT (-72.855216 -38.72191),9111,Nueva Imperial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
475620,5517,2019,6701,6,ESCUELA PARTICULAR ANIBAL PINTO, ,65138287,1,9,ARAUC,91,9111,NUEVA IMPERIAL,92,CAUTÍN NORTE,3,2,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,7,SIN DISTINCIÓN,GRATUITO,GRATUITO,-38.86556147,-73.01487372,63h4fs8,POINT (-73.01487372 -38.86556147),9111,Nueva Imperial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
