row_number,row_number,AGNO,COD_ESCUELA_PAIS,DGV_RBD,NOM_RBD,MRUN,RUT_SOSTENEDOR,P_JURIDICA,COD_ADM1,NOM_REG_RBD_A,COD_PRO_RBD,COD_ADM3,NOM_ADM3,COD_DEPROV_RBD,NOM_DEPROV_RBD,COD_DEPE,COD_DEPE2,RURAL_RBD,CONVENIO_PIE,ENS_01,ENS_02,ENS_03,ENS_04,ENS_05,ENS_06,ENS_07,ENS_08,ENS_09,ENS_10,ENS_11,MATRICULA,ESTADO_ESTAB,ORI_RELIGIOSA,ORI_OTRO_GLOSA,PAGO_MATRICULA,PAGO_MENSUAL,lat,long,geohash,geometry,cod_comuna,Comuna,g_adm_1,g_adm_3,month,day,n_visitantes_geohash,n_visitantes_adm3,n_visitantes_0,n_visitantes_1,n_visitantes_2,n_visitantes_3,n_visitantes_4,n_visitantes_5,n_visitantes_6,n_visitantes_7,n_visitantes_8,n_visitantes_9,n_visitantes_10,n_visitantes_11,n_visitantes_12,n_visitantes_13,n_visitantes_14,n_visitantes_15,n_visitantes_16,n_visitantes_17,n_visitantes_18,n_visitantes_19,n_visitantes_20,n_visitantes_21,n_visitantes_22,n_visitantes_23,_merge
332606,2913,2019,3613,7,ESCUELA LAS POCILLAS, ,69252700,1,7,MAULE,72,7203,PELLUHUE,74,CAUQUENES,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2, ,GRATUITO,GRATUITO,-35.91160259,-72.62478427,63s7eqk,POINT (-72.62478427000001 -35.91160259),7203,Pelluhue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
332618,2915,2019,3615,3,ESCUELA ESCRITORA MARCELA PAZ, ,69252700,1,7,MAULE,72,7203,PELLUHUE,74,CAUQUENES,2,1,1,1,110,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-35.98998642,-72.68405151,63s7601,POINT (-72.68405151 -35.98998642),7203,Pelluhue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
332619,2916,2019,3616,1,ESCUELA BENITO MANCILLA PEREZ, ,69252700,1,7,MAULE,72,7203,PELLUHUE,74,CAUQUENES,2,1,1,1,10,110,0,0,0,0,0,0,0,0,0,1,1,7,LAICO,GRATUITO,GRATUITO,-35.97401428,-72.72505951,63s7355,POINT (-72.72505950999999 -35.97401428),7203,Pelluhue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
332620,3343,2019,4093,2,ESCUELA BASICA LOS NEDANOS, ,69140400,1,16,NUBLE,162,16202,COBQUECURA,81,ÑUBLE,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-36.011121,-72.77359100000001,63s5pur,POINT (-72.773591 -36.011121),7203,Pelluhue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
332777,2919,2019,3621,8,ESCUELA SAN AMBROSIO, ,69120300,1,7,MAULE,72,7202,CHANCO,74,CAUQUENES,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-35.6530838,-72.53022766,63smjt9,POINT (-72.53022765999999 -35.6530838),7202,Chanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
332778,2920,2019,3622,6,ESCUELA PAHUIL, ,69120300,1,7,MAULE,72,7202,CHANCO,74,CAUQUENES,2,1,1,1,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-35.61473846,-72.5632782,63smku9,POINT (-72.5632782 -35.61473846),7202,Chanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
332780,2922,2019,3624,2,ESCUELA LOS PEUMOS, ,69120300,1,7,MAULE,72,7202,CHANCO,74,CAUQUENES,2,1,1,1,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-35.66526031,-72.46816254,63smngq,POINT (-72.46816253999999 -35.66526031),7202,Chanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
332781,2923,2019,3625,0,ESCUELA GABRIELA MISTRAL, ,69120300,1,7,MAULE,72,7202,CHANCO,74,CAUQUENES,2,1,1,1,110,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-35.773151399999996,-72.45748901,63skrpw,POINT (-72.45748901 -35.7731514),7202,Chanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
332782,2924,2019,3626,9,ESCUELA RELOCA, ,69120300,1,7,MAULE,72,7202,CHANCO,74,CAUQUENES,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-35.66199875,-72.53594971,63smj7u,POINT (-72.53594971 -35.66199875),7202,Chanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
332785,2928,2019,3630,7,ESCUELA RICARDO SALGADO, ,69120300,1,7,MAULE,72,7202,CHANCO,74,CAUQUENES,2,1,1,1,110,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-35.74553299,-72.41140747,63ss8hx,POINT (-72.41140747 -35.74553299),7202,Chanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
332786,2929,2019,3631,5,ESCUELA EMA VASQUEZ GUTIERREZ, ,69120300,1,7,MAULE,72,7202,CHANCO,74,CAUQUENES,2,1,1,1,110,0,0,0,0,0,0,0,0,0,0,1,1,7,ORIENTACION,GRATUITO,GRATUITO,-35.71199036,-72.35612488,63ssc6z,POINT (-72.35612488 -35.71199036),7202,Chanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
332787,2930,2019,3632,3,ESCUELA ANTONIETA LEON VERDUGO, ,69120300,1,7,MAULE,72,7202,CHANCO,74,CAUQUENES,2,1,1,1,110,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-35.77876282,-72.43841553,63skrwe,POINT (-72.43841553 -35.77876282),7202,Chanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
332788,2931,2019,3633,1,ESCUELA QUINIPATO, ,69120300,1,7,MAULE,72,7202,CHANCO,74,CAUQUENES,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-35.64781189,-72.51415253,63smjys,POINT (-72.51415253 -35.64781189),7202,Chanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
332789,2932,2019,3635,8,ESCUELA SANTA ROSA, ,69120300,1,7,MAULE,72,7202,CHANCO,74,CAUQUENES,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2, ,GRATUITO,GRATUITO,-35.68663788,-72.49633789,63skyr3,POINT (-72.49633789000001 -35.68663788),7202,Chanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
332790,2933,2019,3636,6,ESCUELA LOANCO, ,69120300,1,7,MAULE,72,7202,CHANCO,74,CAUQUENES,2,1,1,0,10,110,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-35.58996964,-72.62479401,63sme3h,POINT (-72.62479401 -35.58996964),7202,Chanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
332791,2934,2019,3637,4,ESCUELA EL PORVENIR, ,69120300,1,7,MAULE,72,7202,CHANCO,74,CAUQUENES,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2, ,GRATUITO,GRATUITO,-35.6127528,-72.54391214,63smmhz,POINT (-72.54391214 -35.6127528),7202,Chanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
336113,2981,2019,3689,7,ESCUELA BASICA CASERIO LINARES, ,69140900,1,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1, ,GRATUITO,GRATUITO,-36.63702599,-72.31830106,63kxd67,POINT (-72.31830106 -36.63702599),16101,Chillán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
342152,12078,2019,18214,1,JARDIN INFANTIL Y ESCUELA DE LENGUAJE PRIMEROS PASOS, ,65144253,1,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,3,2,0,0,10,214,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.64159,-72.08192,63kxx9x,POINT (-72.08192 -36.64159),16101,Chillán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
342153,12111,2019,18251,6,COLEGIO ALTURAS DE CHILLÁN, ,65153903,1,16,NUBLE,161,16101,CHILLÁN,81,ÑUBLE,3,2,0,1,10,110,310,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,$50.001 A $100.000,-36.65062,-72.08115,63kxrzb,POINT (-72.08114999999999 -36.65062),16101,Chillán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
344382,2980,2019,3688,9,ESCUELA BASICA CURICA, ,69140800,1,16,NUBLE,163,16305,SAN NICOLÁS,81,ÑUBLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,LENGUAJE Y COMONICACION,GRATUITO,GRATUITO,-36.56951661,-72.31059295,63kxfw9,POINT (-72.31059295 -36.56951661),16305,San Nicolás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
344631,3394,2019,4148,3,ESCUELA BASICA PENA SANTA ROSA, ,69140800,1,16,NUBLE,163,16305,SAN NICOLÁS,81,ÑUBLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,LENGUAJE Y COMUNICACION,GRATUITO,GRATUITO,-36.43490982,-72.12947845,63s8wxh,POINT (-72.12947844999999 -36.43490982),16305,San Nicolás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
344632,3396,2019,4150,5,ESCUELA BASICA PIEDRA LISA, ,69140800,1,16,NUBLE,163,16305,SAN NICOLÁS,81,ÑUBLE,2,1,1,1,110,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.42795944,-72.15796661,63s8y02,POINT (-72.15796661 -36.42795944),16305,San Nicolás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
344633,3397,2019,4151,3,ESCUELA BASICA PUYAMAVIDA, ,69140800,1,16,NUBLE,163,16305,SAN NICOLÁS,81,ÑUBLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1, ,GRATUITO,GRATUITO,-36.35372658,-72.28186049,63s95nj,POINT (-72.28186049 -36.35372658),16305,San Nicolás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
344671,3402,2019,4157,2,ESCUELA BASICA TRILICO, ,69140800,1,16,NUBLE,163,16305,SAN NICOLÁS,81,ÑUBLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1, ,GRATUITO,GRATUITO,-36.39772408,-72.12283467,63s8yvc,POINT (-72.12283467 -36.39772408),16305,San Nicolás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
345808,3041,2019,3756,7,ESCUELA QUILLAHUA, ,69140500,1,16,NUBLE,163,16301,SAN CARLOS,81,ÑUBLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1, ,GRATUITO,GRATUITO,-36.40526925,-71.86898076,63sbusd,POINT (-71.86898076 -36.40526925),16301,San Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
345821,3044,2019,3759,1,ESCUELA CACHAPOAL, ,69140500,1,16,NUBLE,163,16301,SAN CARLOS,81,ÑUBLE,2,1,1,1,10,110,363,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.4623642,-71.73762512,63sbxd4,POINT (-71.73762512 -36.4623642),16301,San Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
345940,3060,2019,3776,1,ESCUELA QUILELTO, ,69140500,1,16,NUBLE,163,16301,SAN CARLOS,81,ÑUBLE,2,1,1,1,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-36.50080872,-71.97607422,63sb65h,POINT (-71.97607422 -36.50080872),16301,San Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
347147,3372,2019,4125,4,ESCUELA ROSARIO CHACON BARRIOS, ,69140300,1,16,NUBLE,162,16204,NINHUE,81,ÑUBLE,2,1,1,1,10,110,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-36.45021057,-72.38422394,63s88u7,POINT (-72.38422394 -36.45021057),16204,Ninhue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
347148,3375,2019,4128,9,ESCUELA BASICA DE RELOCA, ,69140300,1,16,NUBLE,162,16204,NINHUE,81,ÑUBLE,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,7,RELIGIÓN UNIVERSAL,GRATUITO,GRATUITO,-36.43806458,-72.46665192,63s2wyx,POINT (-72.46665192 -36.43806458),16204,Ninhue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
347151,3380,2019,4133,5,ESCUELA ALIPIA ACEVEDO, ,69140300,1,16,NUBLE,162,16204,NINHUE,81,ÑUBLE,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,7,RELIGIÓN UNIVERSAL,GRATUITO,GRATUITO,-36.41631699,-72.51460266,63s2vfs,POINT (-72.51460265999999 -36.41631699),16204,Ninhue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
347154,3382,2019,4135,1,ESCUELA BÁSICA QUITRIPÍN, ,69140300,1,16,NUBLE,162,16204,NINHUE,81,ÑUBLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,CRISTIANA,GRATUITO,GRATUITO,-36.37162288,-72.47441335,63s3nf9,POINT (-72.47441335000001 -36.37162288),16204,Ninhue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
347155,3385,2019,4139,4,ESCUELA PARTICULAR ADVENTISTA QUIRAO, ,65102259,1,16,NUBLE,162,16204,NINHUE,81,ÑUBLE,3,2,1,1,110,0,0,0,0,0,0,0,0,0,0,1,1,7,CONFESIONAL - ADVENTISTA,GRATUITO,GRATUITO,-36.40156053,-72.49090586,63s2ymm,POINT (-72.49090586 -36.40156053),16204,Ninhue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
347156,3393,2019,4147,5,ESCUELA BASICA COIPIN, ,69140800,1,16,NUBLE,163,16305,SAN NICOLÁS,81,ÑUBLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1, ,GRATUITO,GRATUITO,-36.39099924,-72.30459289,63s8fxj,POINT (-72.30459289 -36.39099924),16204,Ninhue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
347326,3084,2019,3803,2,ESCUELA HUENUTIL DE LA CABRERIA, ,69140600,1,16,NUBLE,163,16303,ÑIQUÉN,81,ÑUBLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2, ,GRATUITO,GRATUITO,-36.33209932,-71.78026176,63scq9g,POINT (-71.78026176 -36.33209932),16303,Ñiquén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
347351,3089,2019,3808,3,ESCUELA LA GLORIA, ,69140600,1,16,NUBLE,163,16303,ÑIQUÉN,81,ÑUBLE,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-36.38306427,-71.86565399,63sch8t,POINT (-71.86565399 -36.38306427),16303,Ñiquén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
347629,3107,2019,3828,8,ESCUELA BASICA LOS COIGUES, ,69140700,1,16,NUBLE,163,16304,SAN FABIÁN,81,ÑUBLE,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.44203186,-71.61310577,63t0dmu,POINT (-71.61310577 -36.44203186),16304,San Fabián,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
347640,3110,2019,3832,6,ESCUELA BASICA FABIAN DE LA FUENTE, ,69140700,1,16,NUBLE,163,16304,SAN FABIÁN,81,ÑUBLE,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.61526108,-71.44461059999999,63mpwnr,POINT (-71.4446106 -36.61526108),16304,San Fabián,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
347915,3127,2019,3850,4,ESCUELA JUAN JOSE SAN MARTIN, ,69141100,1,16,NUBLE,163,16302,COIHUECO,81,ÑUBLE,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-36.5659256,-71.67923737,63mpbzk,POINT (-71.67923737 -36.5659256),16302,Coihueco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
347916,3128,2019,3851,2,ESCUELA HERNÁN MERINO CORREA, ,69141100,1,16,NUBLE,163,16302,COIHUECO,81,ÑUBLE,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.58991241,-71.71413422,63mpb55,POINT (-71.71413422000001 -36.58991241),16302,Coihueco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
348022,3134,2019,3857,1,ESCUELA BENJAMIN VICUNA MACKENNA, ,69141100,1,16,NUBLE,163,16302,COIHUECO,81,ÑUBLE,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.74460983,-71.80239105,63kyyng,POINT (-71.80239105 -36.74460983),16302,Coihueco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
348030,3137,2019,3862,8,ESCUELA JUAN DE DIOS ALDEA, ,69141100,1,16,NUBLE,163,16302,COIHUECO,81,ÑUBLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2, ,GRATUITO,GRATUITO,-36.58309174,-71.64433289,63mpcsq,POINT (-71.64433289 -36.58309174),16302,Coihueco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
348031,3138,2019,3863,6,ESCUELA JOSE JOAQUIN PRIETO, ,69141100,1,16,NUBLE,163,16302,COIHUECO,81,ÑUBLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1, ,GRATUITO,GRATUITO,-36.71952585,-71.6653359,63mp15q,POINT (-71.6653359 -36.71952585),16302,Coihueco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
348042,3145,2019,3870,9,ESCUELA PARTICULAR AMANECER, ,65155304,1,16,NUBLE,163,16302,COIHUECO,81,ÑUBLE,3,2,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,7,ADVENTISTA,GRATUITO,GRATUITO,-36.70402296,-71.72981536,63kzpwp,POINT (-71.72981536 -36.70402296),16302,Coihueco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
348043,8875,2019,11403,0,ESCUELA EUSEBIO LILLO, ,69141100,1,16,NUBLE,163,16302,COIHUECO,81,ÑUBLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1, ,GRATUITO,GRATUITO,-36.77062071,-71.78075807,63kyyd4,POINT (-71.78075807 -36.77062071),16302,Coihueco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
348772,3153,2019,3880,6,ESCUELA LA MONTANA, ,69141000,1,16,NUBLE,161,16106,PINTO,81,ÑUBLE,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-36.75902557,-71.91351318,63kygs4,POINT (-71.91351318 -36.75902557),16106,Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
348773,3154,2019,3881,4,ESCUELA PUERTA DEL SOL, ,69141000,1,16,NUBLE,161,16106,PINTO,81,ÑUBLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,HUMANISTA,GRATUITO,GRATUITO,-36.79355501,-71.76378265,63kywvz,POINT (-71.76378265 -36.79355501),16106,Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
348923,3186,2019,3917,9,ESCUELA VALLE DE ATACALCO, ,69141700,1,16,NUBLE,161,16104,EL CARMEN,81,ÑUBLE,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-36.829962,-71.728213,63kyrz3,POINT (-71.728213 -36.829962),16106,Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
349005,9165,2019,12018,9,ESCUELA EL RODEO, ,69141000,1,16,NUBLE,161,16106,PINTO,81,ÑUBLE,2,1,1,1,110,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.80489215,-71.81330897,63kytgg,POINT (-71.81330896999999 -36.80489215),16106,Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
349015,12071,2019,18207,9,ESCUELA ESPECIAL DE LENGUAJE PINTO Y APRENDO, ,65122258,1,16,NUBLE,161,16106,PINTO,81,ÑUBLE,3,2,0,0,214,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.91981,-71.47922,63mjvqy,POINT (-71.47922 -36.91981),16106,Pinto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
349343,3171,2019,3900,4,ESCUELA JOSÉ HUMBERTO BARRERA BARRERA, ,69141300,1,16,NUBLE,161,16108,SAN IGNACIO,81,ÑUBLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,LAICA,GRATUITO,GRATUITO,-36.84719086,-72.13707733,63kwqkp,POINT (-72.13707733 -36.84719086),16108,San Ignacio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
349374,3177,2019,3906,3,ESCUELA SELVA NEGRA, ,69141300,1,16,NUBLE,161,16108,SAN IGNACIO,81,ÑUBLE,2,1,1,1,10,110,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-36.7872963,-71.92736816,63kyer0,POINT (-71.92736816 -36.7872963),16108,San Ignacio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
349616,12093,2019,18231,1,ESCUELA ESPECIAL DE LENGUAJE CUMBRES DE SAN IGNACIO, ,65093464,1,16,NUBLE,161,16108,SAN IGNACIO,81,ÑUBLE,3,2,0,0,214,0,0,0,0,0,0,0,0,0,0,1,1,3, ,GRATUITO,GRATUITO,-36.88955,-72.09249,63kwpkr,POINT (-72.09249 -36.88955),16108,San Ignacio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
349878,3183,2019,3914,4,ESCUELA BERNARDINO MUNOZ GONZALEZ, ,69141700,1,16,NUBLE,161,16104,EL CARMEN,81,ÑUBLE,2,1,1,0,10,110,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-36.93206787,-71.87263489,63kvukx,POINT (-71.87263489 -36.93206787),16104,El Carmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
349879,3185,2019,3916,0,ESCUELA CAPILLA NORTE, ,69141700,1,16,NUBLE,161,16104,EL CARMEN,81,ÑUBLE,2,1,1,1,110,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.91688919,-71.80340576,63kvyp6,POINT (-71.80340576 -36.91688919),16104,El Carmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
349883,3188,2019,3919,5,ESCUELA TREHUALEMU ORIENTE, ,69141700,1,16,NUBLE,161,16104,EL CARMEN,81,ÑUBLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2, ,GRATUITO,GRATUITO,-36.95533959,-71.83490565,63kvv27,POINT (-71.83490565 -36.95533959),16104,El Carmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
349884,3189,2019,3920,9,ESCUELA SAN RICAEL, ,69141700,1,16,NUBLE,161,16104,EL CARMEN,81,ÑUBLE,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-36.93198395,-71.74355316,63kvzkt,POINT (-71.74355316 -36.93198395),16104,El Carmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
349885,3190,2019,3921,7,ESCUELA LAS HORMIGAS, ,69141700,1,16,NUBLE,161,16104,EL CARMEN,81,ÑUBLE,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-36.938098,-71.80950899999999,63kvvgt,POINT (-71.80950900000001 -36.938098),16104,El Carmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
349903,3192,2019,3923,3,ESCUELA CASTANAL, ,69141700,1,16,NUBLE,161,16104,EL CARMEN,81,ÑUBLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2, ,GRATUITO,GRATUITO,-36.92910123,-71.86704573,63kvutk,POINT (-71.86704573 -36.92910123),16104,El Carmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
349904,3193,2019,3924,1,ESCUELA VERGARA, ,69141700,1,16,NUBLE,161,16104,EL CARMEN,81,ÑUBLE,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-36.90219498,-71.7586441,63kyp44,POINT (-71.7586441 -36.90219498),16104,El Carmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
349905,3194,2019,3926,8,ESCUELA SAN JOSE SUR, ,69141700,1,16,NUBLE,161,16104,EL CARMEN,81,ÑUBLE,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-36.98768616,-71.76600647,63kvwft,POINT (-71.76600646999999 -36.98768616),16104,El Carmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
349907,3198,2019,3930,6,ESCUELA HUEMUL, ,69141700,1,16,NUBLE,161,16104,EL CARMEN,81,ÑUBLE,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-36.88683319,-71.81523895,63kyjuc,POINT (-71.81523894999999 -36.88683319),16104,El Carmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
349908,3199,2019,3931,4,ESCUELA CARDEMIO FRANCO GUTIERREZ, ,69141700,1,16,NUBLE,161,16104,EL CARMEN,81,ÑUBLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2, ,GRATUITO,GRATUITO,-36.95945358,-71.86628723,63kvsxs,POINT (-71.86628723 -36.95945358),16104,El Carmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
349911,3201,2019,3933,0,ESCUELA LOMA BLANCA, ,69141700,1,16,NUBLE,161,16104,EL CARMEN,81,ÑUBLE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9, ,SIN INFORMACION,SIN INFORMACION,-36.9726818,-71.93186623,63kvejk,POINT (-71.93186623 -36.9726818),16104,El Carmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
349912,3202,2019,3934,9,ESCUELA SAN ISIDRO, ,69141700,1,16,NUBLE,161,16104,EL CARMEN,81,ÑUBLE,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-36.91331482,-71.95194244,63ky48n,POINT (-71.95194244 -36.91331482),16104,El Carmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
