row_number,AGNO,RBD,DGV_RBD,NOM_RBD,MRUN,RUT_SOSTENEDOR,P_JURIDICA,COD_REG_RBD,NOM_REG_RBD_A,COD_PRO_RBD,COD_COM_RBD,NOM_COM_RBD,COD_DEPROV_RBD,NOM_DEPROV_RBD,COD_DEPE,COD_DEPE2,RURAL_RBD,CONVENIO_PIE,ENS_01,ENS_02,ENS_03,ENS_04,ENS_05,ENS_06,ENS_07,ENS_08,ENS_09,ENS_10,ENS_11,MATRICULA,ESTADO_ESTAB,ORI_RELIGIOSA,ORI_OTRO_GLOSA,PAGO_MATRICULA,PAGO_MENSUAL,lat,long,geohash,geometry,cod_comuna,Comuna
0,2019,1,9,LICEO POLITECNICO ARICA, ,69010100,1,15,AYP,151,15101,ARICA,151,ARICA,2,1,0,1,463,510,563,610,663,863,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.48727417,-70.29473877,6kwnb6k,POINT (-70.29473877 -18.48727417),15101,Arica
1,2019,2,7,PARVULARIO LAS ESPIGUITAS, ,69010100,1,15,AYP,151,15101,ARICA,151,ARICA,2,1,0,1,10,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.46986198,-70.30275726,6kwnbjx,POINT (-70.30275726000001 -18.46986198),15101,Arica
2,2019,3,5,ESC. PEDRO VICENTE GUTIERREZ TORRES, ,69010100,1,15,AYP,151,15101,ARICA,151,ARICA,2,1,1,0,165,167,363,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-18.50358009,-70.26082611,6kwn9pt,POINT (-70.26082611 -18.50358009),15101,Arica
3,2019,4,3,LICEO OCTAVIO PALMA PEREZ, ,69010100,1,15,AYP,151,15101,ARICA,151,ARICA,2,1,0,1,310,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-18.47424316,-70.30826569,6kwnbhg,POINT (-70.30826569 -18.47424316),15101,Arica
4,2019,5,1,JOVINA NARANJO FERNANDEZ, ,69010100,1,15,AYP,151,15101,ARICA,151,ARICA,2,1,0,1,110,310,363,0,0,0,0,0,0,0,0,1,1,7,PLURALISTA,GRATUITO,GRATUITO,-18.47690392,-70.31345367,6ktyzur,POINT (-70.31345367 -18.47690392),15101,Arica
5,2019,7,8,L. POLI. ANTONIO VARAS DE LA BARRA, ,69010100,1,15,AYP,151,15101,ARICA,151,ARICA,2,1,0,1,410,510,610,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-18.4761467,-70.28836823,6kwnbs9,POINT (-70.28836823 -18.4761467),15101,Arica
6,2019,8,6,COLEGIO INTEGRADO EDUARDO FREI MONTALVA, ,69010100,1,15,AYP,151,15101,ARICA,151,ARICA,2,1,0,1,10,110,310,0,0,0,0,0,0,0,0,1,1,7,LAICO,GRATUITO,GRATUITO,-18.48249054,-70.31758118,6ktyzgk,POINT (-70.31758118 -18.48249054),15101,Arica
7,2019,9,4,ESCUELA REPUBLICA DE ISRAEL, ,69010100,1,15,AYP,151,15101,ARICA,151,ARICA,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.48684883,-70.30245209,6kwnb4x,POINT (-70.30245209 -18.48684883),15101,Arica
8,2019,10,8,ESCUELA REPUBLICA DE FRANCIA, ,69010100,1,15,AYP,151,15101,ARICA,151,ARICA,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.47436523,-70.30904388,6kwnbhf,POINT (-70.30904388 -18.47436523),15101,Arica
9,2019,11,6,ESC. GRAL. PEDRO LAGOS MARCHANT, ,69010100,1,15,AYP,151,15101,ARICA,151,ARICA,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,7,LAICA,GRATUITO,GRATUITO,-18.49101639,-70.31155396,6kwnb1b,POINT (-70.31155396 -18.49101639),15101,Arica
10,2019,12,4,ESCUELA GRAL JOSE MIGUEL CARRERA, ,69010100,1,15,AYP,151,15101,ARICA,151,ARICA,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-18.49192619,-70.2939682,6kwnb3t,POINT (-70.29396819999999 -18.49192619),15101,Arica
11,2019,13,2,ESCUELA MANUEL RODRIGUEZ ERDOYZA, ,69010100,1,15,AYP,151,15101,ARICA,151,ARICA,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.48105621,-70.28479767,6kwnbes,POINT (-70.28479767 -18.48105621),15101,Arica
12,2019,14,0,ESCUELA ROMULO J. PENA MATURANA, ,69010100,1,15,AYP,151,15101,ARICA,151,ARICA,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-18.48123741,-70.2897644,6kwnbe8,POINT (-70.2897644 -18.48123741),15101,Arica
13,2019,15,9,LICEO ARTISTICO DR. JUAN NOE CREVANI, ,69010100,1,15,AYP,151,15101,ARICA,151,ARICA,2,1,0,1,110,310,0,0,0,0,0,0,0,0,0,1,1,7,LAICA,GRATUITO,GRATUITO,-18.47138596,-70.300354,6kwnbm2,POINT (-70.300354 -18.47138596),15101,Arica
14,2019,16,7,ESCUELA REGIMIENTO RANCAGUA, ,69010100,1,15,AYP,151,15101,ARICA,151,ARICA,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-18.47483444,-70.30878448,6kwnbhf,POINT (-70.30878448 -18.47483444),15101,Arica
15,2019,17,5,ESCUELA SUBTTE. LUIS CRUZ MARTINEZ, ,69010100,1,15,AYP,151,15101,ARICA,151,ARICA,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.46726608,-70.29093933,6kwnbqp,POINT (-70.29093933 -18.46726608),15101,Arica
16,2019,18,3,ESC. COMTE. JUAN JOSE SAN MARTIN, ,69010100,1,15,AYP,151,15101,ARICA,151,ARICA,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.47667503,-70.28778839,6kwnbs3,POINT (-70.28778839 -18.47667503),15101,Arica
17,2019,19,1,ESC. HUMBERTO VALENZUELA GARCIA, ,69010100,1,15,AYP,151,15101,ARICA,151,ARICA,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.47465897,-70.29190826,6kwnbky,POINT (-70.29190826 -18.47465897),15101,Arica
18,2019,20,5,ESCUELA TUCAPEL, ,69010100,1,15,AYP,151,15101,ARICA,151,ARICA,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.47982788,-70.29518127,6kwnb7u,POINT (-70.29518127 -18.47982788),15101,Arica
19,2019,21,3,ESCUELA CARLOS GUIRAO MASSIF, ,69010100,1,15,AYP,151,15101,ARICA,151,ARICA,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1, ,GRATUITO,GRATUITO,-18.48379188,-70.30008008,6kwnb71,POINT (-70.30008008 -18.48379188),15101,Arica
20,2019,22,1,ESCUELA GABRIELA MISTRAL, ,69010100,1,15,AYP,151,15101,ARICA,151,ARICA,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-18.44828606,-70.29064941,6kwp03x,POINT (-70.29064941 -18.44828606),15101,Arica
21,2019,25,6,COLEGIO CENTENARIO DE ARICA, ,69010100,1,15,AYP,151,15101,ARICA,151,ARICA,2,1,0,1,10,110,310,0,0,0,0,0,0,0,0,1,1,7,LAICO,GRATUITO,GRATUITO,-18.43999863,-70.29338074,6kwp07j,POINT (-70.29338074 -18.43999863),15101,Arica
22,2019,26,4,ESCUELA REPUBLICA DE ARGENTINA, ,69010100,1,15,AYP,151,15101,ARICA,151,ARICA,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.4781208,-70.304039,6kwnbhn,POINT (-70.304039 -18.4781208),15101,Arica
23,2019,27,2,ESCUELA ESMERALDA, ,69010100,1,15,AYP,151,15101,ARICA,151,ARICA,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.48301888,-70.30854034,6kwnb56,POINT (-70.30854033999999 -18.48301888),15101,Arica
24,2019,28,0,ESCUELA RICARDO SILVA ARRIAGADA, ,69010100,1,15,AYP,151,15101,ARICA,151,ARICA,2,1,0,1,10,110,165,363,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.48506546,-70.29439545,6kwnb6v,POINT (-70.29439545 -18.48506546),15101,Arica
25,2019,29,9,ESCUELA AMERICA, ,69010100,1,15,AYP,151,15101,ARICA,151,ARICA,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.47845078,-70.28304291,6kwnbsj,POINT (-70.28304291000001 -18.47845078),15101,Arica
26,2019,30,2,ESCUELA DR. RICARDO OLEA GUERRA, ,69010100,1,15,AYP,151,15101,ARICA,151,ARICA,2,1,0,0,212,215,216,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-18.48061752,-70.28401184,6kwnbes,POINT (-70.28401184000001 -18.48061752),15101,Arica
27,2019,31,0,ESCUELA DARIO SALAS DIAZ, ,69010100,1,15,AYP,151,15101,ARICA,151,ARICA,2,1,1,1,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-18.50065804,-70.2545929,6kwnc24,POINT (-70.25459290000001 -18.50065804),15101,Arica
28,2019,32,9,LICEO AGRICOLA JOSE ABELARDO NUNEZ M., ,69010100,1,15,AYP,151,15101,ARICA,151,ARICA,2,1,1,1,10,110,710,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.51926422,-70.17874146,6kwneh9,POINT (-70.17874146 -18.51926422),15101,Arica
29,2019,33,7,ESCUELA CARLOS CONDELL DE LA HAZA, ,69010100,1,15,AYP,151,15101,ARICA,151,ARICA,2,1,1,1,10,110,0,0,0,0,0,0,0,0,0,1,1,7,LAICA,GRATUITO,GRATUITO,-18.41711426,-70.22584534,6kwp1zr,POINT (-70.22584534000001 -18.41711426),15101,Arica
30,2019,35,3,ESCUELA GRAL. MANUEL BAQUEDANO, ,69010100,1,15,AYP,151,15101,ARICA,151,ARICA,2,1,1,1,10,110,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.45240021,-70.06770325,6kwpj8f,POINT (-70.06770324999999 -18.45240021),15101,Arica
31,2019,36,1,ESCUELA IGNACIO CARRERA PINTO, ,69010100,1,15,AYP,151,15101,ARICA,151,ARICA,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-18.49695206,-70.28397369,6kwnb8s,POINT (-70.28397369 -18.49695206),15101,Arica
32,2019,38,8,ESCUELA ESPAÑA, ,69010100,1,15,AYP,151,15101,ARICA,151,ARICA,2,1,1,1,10,110,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.55881882,-70.10072327,6kwnkv6,POINT (-70.10072327 -18.55881882),15101,Arica
33,2019,39,6,ESCUELA PAMPA ALGODONAL, ,69010100,1,15,AYP,151,15101,ARICA,151,ARICA,2,1,1,1,10,110,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.57821274,-69.96517181,6kwnrcu,POINT (-69.96517181 -18.57821274),15101,Arica
34,2019,41,8,ESCUELA VALLE DE CHACA, ,69010100,1,15,AYP,151,15101,ARICA,151,ARICA,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.82064247,-70.14038086,6kwhgvv,POINT (-70.14038085999999 -18.82064247),15101,Arica
35,2019,42,6,ESCUELA MOLINOS LLUTA, ,69010100,1,15,AYP,151,15101,ARICA,151,ARICA,2,1,1,0,110,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-18.3817482,-69.94488525,6kwr2me,POINT (-69.94488525 -18.3817482),15101,Arica
36,2019,43,4,JARDIN INFANTIL CEPILLIN, ,65155997,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-18.439636,-70.290726,6kwp07p,POINT (-70.29072600000001 -18.439636),15101,Arica
38,2019,45,0,COLEGIO ITALIANO SANTA ANA, ,70072800,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,10,110,310,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.4830605,-70.31430183,6ktyzgq,POINT (-70.31430183000001 -18.4830605),15101,Arica
40,2019,47,7,J.  I. KURUMI, , ,9,15,AYP,151,15101,ARICA,151,ARICA,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9, ,SIN INFORMACION,SIN INFORMACION,-18.492444,-70.2944415,6kwnb3t,POINT (-70.2944415 -18.492444),15101,Arica
41,2019,49,3,JARDIN INFANTIL PADRE LUIS GALLARDO, ,65095034,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.475018,-70.29024,6kwnbs8,POINT (-70.29024 -18.475018),15101,Arica
42,2019,50,7,COLEGIO ADVENTISTA DE ARICA, ,65102261,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,1,110,310,0,0,0,0,0,0,0,0,0,1,1,7,ADVENTISTA,GRATUITO,GRATUITO,-18.49332083,-70.27077135,6kwnbcq,POINT (-70.27077135 -18.49332083),15101,Arica
43,2019,51,5,ESCUELA PARTICULAR REPÚBLICA DEL ECUADOR, ,76189122,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1, ,GRATUITO,GRATUITO,-18.4002612,-70.31498364,6ktzrfq,POINT (-70.31498363999999 -18.4002612),15101,Arica
44,2019,52,3,LICEO DOMINGO SANTA MARIA, ,65145467,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,1,10,110,214,310,410,810,0,0,0,0,0,1,1,7,LAICA,GRATUITO,GRATUITO,-18.46862249,-70.30337532,6kwnbjy,POINT (-70.30337532 -18.46862249),15101,Arica
45,2019,55,8,JARDIN INFANTIL MONTESSORI GARDEN, ,65144309,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,1,10,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-18.48422,-70.30817,6kwnb55,POINT (-70.30817 -18.48422),15101,Arica
46,2019,56,6,COLEGIO SAN MARCOS DE ARICA, ,65378030,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,1,10,110,310,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,$50.001 A $100.000,-18.47074988,-70.30482369,6kwnbjt,POINT (-70.30482369000001 -18.47074988),15101,Arica
48,2019,58,2,JARDIN INFANTIL PETETE J.M. BORGOÐO, ,76207192,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.486109,-70.302956,6kwnb4w,POINT (-70.30295599999999 -18.486109),15101,Arica
49,2019,59,0,COLEGIO SAN JORGE,5662561, ,0,15,AYP,151,15101,ARICA,151,ARICA,4,3,0,0,10,110,310,0,0,0,0,0,0,0,0,1,1,2, ,MAS DE $100.000,MAS DE $100.000,-18.50215,-70.24618,6kwn9xb,POINT (-70.24618 -18.50215),15101,Arica
50,2019,60,4,COLEGIO ALEMAN DE ARICA, ,65144981,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,10,110,310,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-18.49203409,-70.2806874,6kwnb9x,POINT (-70.28068740000001 -18.49203409),15101,Arica
52,2019,66,3,JARDIN INFANTIL PLUTO, ,65144468,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.479057,-70.3034,6kwnb5y,POINT (-70.3034 -18.479057),15101,Arica
53,2019,67,1,ABRAHAM LINCOLN SCHOOL, ,65143272,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,10,110,310,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,$25.001 A $50.000,-18.4812282,-70.3187928,6ktyzge,POINT (-70.3187928 -18.4812282),15101,Arica
54,2019,69,8,JUNIOR COLLEGE,9437148, ,0,15,AYP,151,15101,ARICA,151,ARICA,4,3,0,0,10,110,310,0,0,0,0,0,0,0,0,1,1,1, ,MAS DE $100.000,MAS DE $100.000,-18.463913,-70.29144,6kwnbqx,POINT (-70.29143999999999 -18.463913),15101,Arica
8678,2019,10884,7,ESC. EDUCACION ESPECIAL LOS IBISCOS, ,65024466,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,212,216,0,0,0,0,0,0,0,0,0,1,1,7,HUMANISTA CRISTIANA,GRATUITO,GRATUITO,-18.473162,-70.29724,6kwnbm5,POINT (-70.29724 -18.473162),15101,Arica
8682,2019,10892,8,NORTH AMERICAN COLLEGE, ,65145008,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,1,10,110,310,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.48215156,-70.31478354,6ktyzgq,POINT (-70.31478353999999 -18.48215156),15101,Arica
8683,2019,10893,6,ESCUELA EJERCITO DE SALVACION, ,65064565,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,3, ,GRATUITO,GRATUITO,-18.44341469,-70.28948005,6kwp0d2,POINT (-70.28948004999999 -18.44341469),15101,Arica
8692,2019,10906,1,COLEGIO FORD COLLEGE, ,65147763,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,10,110,310,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.49449048,-70.29540101,6kwnb3h,POINT (-70.29540101000001 -18.49449048),15101,Arica
8695,2019,10911,8,LICEO PABLO NERUDA, ,69010100,1,15,AYP,151,15101,ARICA,151,ARICA,2,1,0,1,510,610,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-18.44636526,-70.29385043,6kwp03v,POINT (-70.29385043000001 -18.44636526),15101,Arica
8697,2019,10913,4,CENTRO CAP.LAB. REINO DE BELGICA, ,69010100,1,15,AYP,151,15101,ARICA,151,ARICA,2,1,0,0,212,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-18.473827,-70.29644,6kwnbkg,POINT (-70.29644 -18.473827),15101,Arica
8699,2019,10915,0,COLEGIO CARDENAL ANTONIO SAMORE, ,65149589,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,1,10,110,310,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.49182857,-70.27719147,6kwnbc9,POINT (-70.27719147000001 -18.49182857),15101,Arica
8702,2019,10918,5,TALLERES LAB. BALDOMERO LILLO, ,71744900,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1, ,GRATUITO,GRATUITO,-18.47571665,-70.30509829,6kwnbht,POINT (-70.30509829 -18.47571665),15101,Arica
9356,2019,12501,6,ESCUELA JORGE ALESSANDRI RODRIGUEZ, ,69010100,1,15,AYP,151,15101,ARICA,151,ARICA,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-18.42812456,-70.29348071,6kwp0mm,POINT (-70.29348071 -18.42812456),15101,Arica
9357,2019,12502,4,COLEGIO  ANDINO,18335823, ,0,15,AYP,151,15101,ARICA,151,ARICA,4,3,0,0,10,110,310,0,0,0,0,0,0,0,0,1,1,1, ,MAS DE $100.000,MAS DE $100.000,-18.494181,-70.27498,6kwnbc5,POINT (-70.27498 -18.494181),15101,Arica
9360,2019,12505,9,COLEGIO PADRE LUIS GALLARDO, ,65095987,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,1,110,165,363,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.47198188,-70.29137022,6kwnbmr,POINT (-70.29137022 -18.47198188),15101,Arica
9366,2019,12512,1,JARDIN INFANTIL SAN NICOLAS, ,65155576,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.456861,-70.29845,6kwp024,POINT (-70.29845 -18.456861),15101,Arica
9379,2019,12536,9,ESCUELA CRISOLVI, ,71350000,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,213,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-18.475466,-70.3053,6kwnbht,POINT (-70.3053 -18.475466),15101,Arica
9380,2019,12537,7,JARDIN INFANTIL CASCANUECES, ,65145833,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.45042,-70.29798,6kwp034,POINT (-70.29798 -18.45042),15101,Arica
9382,2019,12539,3,COLEGIO SAN JUAN DE LA BLACHERE, ,65095985,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,1,10,110,363,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.48178365,-70.27818473,6kwnbg2,POINT (-70.27818473000001 -18.48178365),15101,Arica
9387,2019,12547,4,COLEGIO SAUCACHE, ,53330417,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,10,110,310,410,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.49292905,-70.29031314,6kwnb92,POINT (-70.29031313999999 -18.49292905),15101,Arica
9389,2019,12549,0,C.T. C.Y LENGUAJE HISPANO AMERICANO, ,65143988,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,214,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-18.489697,-70.29212,6kwnb6n,POINT (-70.29212 -18.489697),15101,Arica
9395,2019,12555,5,JARDIN INFANTIL AYMARA AYRAMPITO, ,65145744,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,9, ,SIN INFORMACION,SIN INFORMACION,-18.481476,-70.29065,6kwnb7x,POINT (-70.29065 -18.481476),15101,Arica
9397,2019,12557,1,C.TRAST. DE LA COMUNIC. AMANECER, ,65144405,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,214,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.44988,-70.29636,6kwp037,POINT (-70.29636000000001 -18.44988),15101,Arica
9407,2019,12569,5,JARDIN INFANTIL BETHEL DE ARICA, ,65102261,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,7,ADVENTISTA,GRATUITO,GRATUITO,-18.47899,-70.31041,6kwnbh1,POINT (-70.31041 -18.47899),15101,Arica
9408,2019,12570,9,COLEGIO ALTA CORDILLERA, ,65145462,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,1,10,110,214,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-18.48818265,-70.28679054,6kwnbd6,POINT (-70.28679054 -18.48818265),15101,Arica
9423,2019,12587,3,COLEGIO ARICA COLLEGE, ,65096354,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,110,310,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-18.46858865,-70.29968283,6kwnbmc,POINT (-70.29968282999999 -18.46858865),15101,Arica
9441,2019,12609,8,ESCUELA DE LENGUAJE INTI-PAXI, ,65144666,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,214,0,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.455822,-70.29839,6kwp024,POINT (-70.29839 -18.455822),15101,Arica
9442,2019,12610,1,LICEO INSTITUTO COMERCIAL DE ARICA, ,69010100,1,15,AYP,151,15101,ARICA,151,ARICA,2,1,0,1,410,463,510,610,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-18.46298262,-70.29189774,6kwnbqz,POINT (-70.29189774 -18.46298262),15101,Arica
9453,2019,12622,5,JARDIN INFANTIL PEQUENO ARRAU, ,65155726,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,7,CRISTIANA,GRATUITO,GRATUITO,-18.495955,-70.29679,6kwnb2g,POINT (-70.29679 -18.495955),15101,Arica
9460,2019,12630,6,COLEGIO LEONARDO DA VINCI, ,65145834,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,1,10,110,165,363,510,610,0,0,0,0,0,1,1,7,LAICA,GRATUITO,GRATUITO,-18.45663265,-70.28296103,6kwp08j,POINT (-70.28296103 -18.45663265),15101,Arica
9485,2019,12658,6,LICEO AGR. TEC. PROF. PADRE FRANCISCO NAPOLI, ,65149601,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,1,1,110,710,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.39831308,-70.29203343,6kwp26w,POINT (-70.29203343 -18.39831308),15101,Arica
9486,2019,12659,4,COLEGIO DEL ALBA, ,65134208,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,7,LAICO,GRATUITO,GRATUITO,-18.49688239,-70.29801096,6kwnb2d,POINT (-70.29801096 -18.49688239),15101,Arica
9517,2019,12694,2,COLEGIO MOSAICOS, ,65137908,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-18.46804922,-70.29651363,6kwnbmg,POINT (-70.29651363000001 -18.46804922),15101,Arica
9518,2019,12695,0,ESCUELA ESP DE LENGUAJE PARINA, ,65133857,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,0,214,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-18.492292,-70.29063,6kwnb3x,POINT (-70.29062999999999 -18.492292),15101,Arica
9519,2019,12696,9,LICEO TECNICO PROF. DE ADULTOS PUKARA, ,65121777,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,1,0,563,663,763,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-18.547844,-70.249565,6kwn3rm,POINT (-70.249565 -18.547844),15101,Arica
9528,2019,12705,1,JARDIN INFANTIL DON OSITO, ,65155905,1,15,AYP,151,15101,ARICA,151,ARICA,4,3,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,2, ,SIN INFORMACION,SIN INFORMACION,-18.490173,-70.299065,6kwnb3c,POINT (-70.299065 -18.490173),15101,Arica
9534,2019,12712,4,COLEGIO CHILE NORTE, ,65143176,1,15,AYP,151,15101,ARICA,151,ARICA,3,2,0,1,10,110,310,510,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-18.44620708,-70.28491178,6kwp09u,POINT (-70.28491178 -18.44620708),15101,Arica
