row_number,AGNO,RBD,DGV_RBD,NOM_RBD,MRUN,RUT_SOSTENEDOR,P_JURIDICA,COD_REG_RBD,NOM_REG_RBD_A,COD_PRO_RBD,COD_COM_RBD,NOM_COM_RBD,COD_DEPROV_RBD,NOM_DEPROV_RBD,COD_DEPE,COD_DEPE2,RURAL_RBD,CONVENIO_PIE,ENS_01,ENS_02,ENS_03,ENS_04,ENS_05,ENS_06,ENS_07,ENS_08,ENS_09,ENS_10,ENS_11,MATRICULA,ESTADO_ESTAB,ORI_RELIGIOSA,ORI_OTRO_GLOSA,PAGO_MATRICULA,PAGO_MENSUAL,lat,long,geohash,geometry,cod_comuna,Comuna
11918,2019,18025,4,ESCUELA DE LENGUAJE MAR AZUL, ,65153611,1,8,BBIO,81,8110,TALCAHUANO,83,CONCEPCIÓN,3,2,0,0,214,0,0,0,0,0,0,0,0,0,0,1,1,3, ,GRATUITO,GRATUITO,-36.749077,-73.0956,63knbwj,POINT (-73.0956 -36.749077),8110,Talcahuano
11922,2019,18029,7,ESCUELA DE LENGUAJE SANTA MARIETTA, ,65144218,1,8,BBIO,81,8110,TALCAHUANO,83,CONCEPCIÓN,3,2,0,0,214,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.720802,-73.11115,63kp074,POINT (-73.11114999999999 -36.720802),8110,Talcahuano
11941,2019,18049,1,COLEGIO ADVENTISTA DE CONCEPCION, ,65102259,1,8,BBIO,81,8110,TALCAHUANO,83,CONCEPCIÓN,3,2,0,1,10,110,310,0,0,0,0,0,0,0,0,1,1,7,ADVENTISTA,$1.000 A $10.000,$50.001 A $100.000,-36.75959812,-73.08489212,63knbuj,POINT (-73.08489212000001 -36.75959812),8110,Talcahuano
11948,2019,18062,9,ESCUELA DE LENGUAJE INALAF, ,65093631,1,8,BBIO,81,8110,TALCAHUANO,83,CONCEPCIÓN,3,2,0,0,214,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.759884,-73.08736,63knbu5,POINT (-73.08736 -36.759884),8110,Talcahuano
11986,2019,18106,4,ESCUELA ESPECIAL DEL MAR, ,65155493,1,8,BBIO,81,8110,TALCAHUANO,83,CONCEPCIÓN,3,2,0,0,212,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.714455,-73.11531,63kp0hr,POINT (-73.11530999999999 -36.714455),8110,Talcahuano
12007,2019,18130,7,ESCUELA ESPECIAL DE LENGUAJE AMANECER, ,65154296,1,8,BBIO,81,8110,TALCAHUANO,83,CONCEPCIÓN,3,2,0,0,214,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.75106,-73.083206,63knbvw,POINT (-73.083206 -36.75106),8110,Talcahuano
12009,2019,18132,3,ESCUELA ESPECIAL DIFERENCIAL LUIS ESPINOZA PIERRETTI, ,65146105,1,8,BBIO,81,8110,TALCAHUANO,83,CONCEPCIÓN,3,2,0,0,212,216,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.722305,-73.1099,63kp06f,POINT (-73.1099 -36.722305),8110,Talcahuano
12041,2019,18172,2,COLEGIO AMANECER TALCAHUANO, ,65154293,1,8,BBIO,81,8110,TALCAHUANO,83,CONCEPCIÓN,3,2,0,1,10,110,310,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,$25.001 A $50.000,-36.75182177,-73.08410788,63knbvt,POINT (-73.08410788 -36.75182177),8110,Talcahuano
12073,2019,18209,5,ESCUELA ESPECIAL DE LENGUAJE AYUN-ELUN, ,76033077,1,8,BBIO,81,8110,TALCAHUANO,83,CONCEPCIÓN,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1, ,GRATUITO,GRATUITO,-36.760838,-73.083466,63knbgy,POINT (-73.083466 -36.760838),8110,Talcahuano
12074,2019,18210,9,ESCUELA ESPECIAL DE LENGUAJE SAN FRANCISCO DE ASIS, ,65155514,1,8,BBIO,81,8110,TALCAHUANO,83,CONCEPCIÓN,3,2,0,0,214,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.71363,-73.12995,637zpuk,POINT (-73.12994999999999 -36.71363),8110,Talcahuano
12096,2019,18235,4,ESCUELA DE LENGUAJE ALTUE, ,65153639,1,8,BBIO,81,8110,TALCAHUANO,83,CONCEPCIÓN,3,2,0,0,214,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.769867,-73.08282,63knbfn,POINT (-73.08282 -36.769867),8110,Talcahuano
12102,2019,18241,9,CENTRO DE EDUCACIÓN INTEGRAL DE ADULTOS NAHUELQUÍN, ,65138986,1,8,BBIO,81,8110,TALCAHUANO,83,CONCEPCIÓN,3,2,0,1,165,363,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.778896,-73.08217,63knbbx,POINT (-73.08217 -36.778896),8110,Talcahuano
12114,2019,18254,0,ESCUELA ESPECIAL DE LENGUAJE SANTA CATALINA, ,65116765,1,8,BBIO,81,8110,TALCAHUANO,83,CONCEPCIÓN,3,2,0,0,214,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.736317,-73.108749,63kp027,POINT (-73.108749 -36.736317),8110,Talcahuano
12586,2019,20438,2,ESCUELA ESPECIAL DE LENGUAJE SANTA LEONOR, ,65168617,1,8,BBIO,81,8110,TALCAHUANO,83,CONCEPCIÓN,3,2,0,0,214,0,0,0,0,0,0,0,0,0,0,1,1,9, ,GRATUITO,GRATUITO,-36.7816,-73.08474,63knbbj,POINT (-73.08474 -36.7816),8110,Talcahuano
15371,2019,31100,6,ESCUELA ESPECIAL DIFERENCIAL NIDAL, ,65155048,1,8,BBIO,81,8110,TALCAHUANO,83,CONCEPCIÓN,3,2,0,0,212,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.71098,-73.14382,637zpsf,POINT (-73.14382000000001 -36.71098),8110,Talcahuano
3976,2019,4803,8,ESCUELA DIFERENCIAL MARTA STOWHAS KARGUS, ,69150500,1,8,BBIO,81,8107,PENCO,83,CONCEPCIÓN,2,1,0,0,212,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.73871613,-72.99830627,63knfzu,POINT (-72.99830627 -36.73871613),8107,Penco
3978,2019,4805,4,LICEO PENCOPOLITANO, ,69150500,1,8,BBIO,81,8107,PENCO,83,CONCEPCIÓN,2,1,0,1,165,310,363,610,810,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.73866653,-73.00047302,63knfzf,POINT (-73.00047302 -36.73866653),8107,Penco
3979,2019,4806,2,ESCUELA REPUBLICA DE ITALIA, ,69150500,1,8,BBIO,81,8107,PENCO,83,CONCEPCIÓN,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.74196243,-73.00014496,63knfz6,POINT (-73.00014496 -36.74196243),8107,Penco
3980,2019,4807,0,ESCUELA ISLA DE PASCUA, ,69150500,1,8,BBIO,81,8107,PENCO,83,CONCEPCIÓN,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.73805618,-72.99377441,63kp4bp,POINT (-72.99377441 -36.73805618),8107,Penco
3981,2019,4808,9,ESCUELA PENCO, ,69150500,1,8,BBIO,81,8107,PENCO,83,CONCEPCIÓN,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,7,LAICA,GRATUITO,GRATUITO,-36.74695587,-72.99327087,63knfyr,POINT (-72.99327087 -36.74695587),8107,Penco
3982,2019,4809,7,ESCUELA EDUARDO CAMBELL SAAVEDRA, ,69150500,1,8,BBIO,81,8107,PENCO,83,CONCEPCIÓN,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.72550201,-72.99098206,63kp543,POINT (-72.99098205999999 -36.72550201),8107,Penco
3983,2019,4810,0,ESCUELA ALMIRANTE JORGE MONTT ÁLVAREZ, ,69150500,1,8,BBIO,81,8107,PENCO,83,CONCEPCIÓN,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.72894669,-72.98994446,63kp51d,POINT (-72.98994446 -36.72894669),8107,Penco
3984,2019,4811,9,ESCUELA ALMIRANTE PATRICIO LYNCH, ,69150500,1,8,BBIO,81,8107,PENCO,83,CONCEPCIÓN,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,3, ,GRATUITO,GRATUITO,-36.71287537,-72.97229004,63kp5kx,POINT (-72.97229004 -36.71287537),8107,Penco
3985,2019,4812,7,ESCUELA LA GREDA, ,69150500,1,8,BBIO,81,8107,PENCO,83,CONCEPCIÓN,2,1,1,1,10,110,0,0,0,0,0,0,0,0,0,1,1,7,LAICO,GRATUITO,GRATUITO,-36.76751709,-73.01329041,63knfd9,POINT (-73.01329041 -36.76751709),8107,Penco
3986,2019,4813,5,ESCUELA VIPLA, ,69150500,1,8,BBIO,81,8107,PENCO,83,CONCEPCIÓN,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,7,CATÓLICA Y EVANGÉLICA,GRATUITO,GRATUITO,-36.72106171,-72.97621155,63kp57h,POINT (-72.97621155 -36.72106171),8107,Penco
3987,2019,4814,3,ESCUELA ETHEL HENCK DE GRANT, ,69150500,1,8,BBIO,81,8107,PENCO,83,CONCEPCIÓN,2,1,1,1,10,110,0,0,0,0,0,0,0,0,0,1,1,3, ,GRATUITO,GRATUITO,-36.78165054,-73.02101898,63knf25,POINT (-73.02101897999999 -36.78165054),8107,Penco
3989,2019,4817,8,ESCUELA BASICA PRIMER AGUA ABAJO, ,69150500,1,8,BBIO,81,8107,PENCO,83,CONCEPCIÓN,2,1,1,1,10,110,0,0,0,0,0,0,0,0,0,1,1,7,VALÓRICA,GRATUITO,GRATUITO,-36.72328949,-72.90492249,63kpj48,POINT (-72.90492249 -36.72328949),8107,Penco
3990,2019,4818,6,COLEGIO PARTICULAR FUNNY SCHOOL, ,65094639,1,8,BBIO,81,8107,PENCO,83,CONCEPCIÓN,3,2,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.73837477,-72.99470579,63knfzy,POINT (-72.99470579 -36.73837477),8107,Penco
3992,2019,4820,8,ESCUELA PARTICULAR QUEEN ELIZABETH SCHOOL, ,65154666,1,8,BBIO,81,8107,PENCO,83,CONCEPCIÓN,3,2,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,7,VALÓRICA,GRATUITO,$25.001 A $50.000,-36.73376089,-72.98864225,63kp50g,POINT (-72.98864225 -36.73376089),8107,Penco
3994,2019,4822,4,COLEGIO EL REFUGIO, ,65155272,1,8,BBIO,81,8107,PENCO,83,CONCEPCIÓN,3,2,0,1,10,110,310,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,$25.001 A $50.000,-36.74073322,-72.99798938,63knfzs,POINT (-72.99798938000001 -36.74073322),8107,Penco
11765,2019,17782,2,LICEO RIOS DE CHILE, ,69150500,1,8,BBIO,81,8107,PENCO,83,CONCEPCIÓN,2,1,0,1,10,110,410,0,0,0,0,0,0,0,0,1,1,7,LAICO,GRATUITO,GRATUITO,-36.7088402,-72.97478989,63kp5mm,POINT (-72.97478989 -36.7088402),8107,Penco
11782,2019,17801,2,JARDÍN INFANTIL GOLDEN KIND`S, ,65157859,1,8,BBIO,81,8107,PENCO,83,CONCEPCIÓN,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1, ,GRATUITO,$25.001 A $50.000,-36.738247,-72.994026,63kp4bp,POINT (-72.99402600000001 -36.738247),8107,Penco
11838,2019,17865,9,JARDIN INFANTIL BOTECITO DE PAPEL, ,65123277,1,8,BBIO,81,8107,PENCO,83,CONCEPCIÓN,3,2,0,1,10,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,$10.001 A $25.000,-36.714046,-72.97538,63kp5kk,POINT (-72.97538 -36.714046),8107,Penco
11900,2019,18003,3,ESCUELA DE LENGUAJE SAN NICOLAS, ,65145699,1,8,BBIO,81,8107,PENCO,83,CONCEPCIÓN,3,2,0,0,214,0,0,0,0,0,0,0,0,0,0,1,1,7,NINGUNA,GRATUITO,GRATUITO,-36.73659,-72.99076,63kp503,POINT (-72.99075999999999 -36.73659),8107,Penco
11909,2019,18014,9,ESCUELA BASICA LOS CONQUISTADORES, ,69150500,1,8,BBIO,81,8107,PENCO,83,CONCEPCIÓN,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.73591084,-72.99386724,63kp4br,POINT (-72.99386724 -36.73591084),8107,Penco
11910,2019,18015,7,ESCUELA BASICA FORJADORES DE CHILE, ,69150500,1,8,BBIO,81,8107,PENCO,83,CONCEPCIÓN,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.74267073,-73.0044757,63knfxp,POINT (-73.0044757 -36.74267073),8107,Penco
11940,2019,18048,3,JARDÍN INFANTIL ANN KUDAO, ,65095867,1,8,BBIO,81,8107,PENCO,83,CONCEPCIÓN,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1, ,GRATUITO,GRATUITO,-36.74353,-72.99684,63knfzj,POINT (-72.99684000000001 -36.74353),8107,Penco
11991,2019,18111,0,COMPLEJO EDUCACIONAL GLORIA MENDEZ BRIONES, ,65116209,1,8,BBIO,81,8107,PENCO,83,CONCEPCIÓN,3,2,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.74285123,-72.9986415,63knfzh,POINT (-72.99864150000001 -36.74285123),8107,Penco
11994,2019,18114,5,COLEGIO A-LAFKEN, ,65095867,1,8,BBIO,81,8107,PENCO,83,CONCEPCIÓN,3,2,0,1,10,110,310,363,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.74311864,-72.99675597,63knfzj,POINT (-72.99675597 -36.74311864),8107,Penco
12005,2019,18127,7,CENTRO EDUCACIONAL ALBORADA, ,65145282,1,8,BBIO,81,8107,PENCO,83,CONCEPCIÓN,3,2,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.74438416,-72.99547027,63knfyy,POINT (-72.99547027 -36.74438416),8107,Penco
12044,2019,18176,5,ESCUELA ESPECIAL DE LENGUAJE NUEVO FUTURO, ,65145471,1,8,BBIO,81,8107,PENCO,83,CONCEPCIÓN,3,2,0,0,214,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.715057,-72.97321,63kp5kn,POINT (-72.97320999999999 -36.715057),8107,Penco
12046,2019,18178,1,ESCUELA ESPECIAL DE LENGUAJE JARDÍN DE PALABRAS, ,65145491,1,8,BBIO,81,8107,PENCO,83,CONCEPCIÓN,3,2,0,0,214,0,0,0,0,0,0,0,0,0,0,1,1,7,CRISTIANA,GRATUITO,GRATUITO,-36.74528,-72.99692,63knfyt,POINT (-72.99692 -36.74528),8107,Penco
12056,2019,18190,0,ESCUELA ESPECIAL DE LENGUAJE ALCAZAR, ,65153597,1,8,BBIO,81,8107,PENCO,83,CONCEPCIÓN,3,2,0,0,214,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.733433,-72.99086,63kp50c,POINT (-72.99086 -36.733433),8107,Penco
12067,2019,18203,6,ESCUELA ESPECIAL DE LENGUAJE KIMALU, ,65145956,1,8,BBIO,81,8107,PENCO,83,CONCEPCIÓN,3,2,0,1,110,214,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.774708,-73.0217,63knf37,POINT (-73.0217 -36.774708),8107,Penco
3996,2019,4824,0,LICEO INDUSTRIAL DE TOME, ,71360000,1,8,BBIO,81,8111,TOMÉ,83,CONCEPCIÓN,5,4,0,0,310,510,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.61080857,-72.95546726,63kpez5,POINT (-72.95546726000001 -36.61080857),8111,Tomé
3997,2019,4825,9,LICEO COMERCIAL DE TOME, ,69150100,1,8,BBIO,81,8111,TOMÉ,83,CONCEPCIÓN,2,1,0,1,410,510,610,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.61408234,-72.95664978,63kpeyd,POINT (-72.95664978000001 -36.61408234),8111,Tomé
3998,2019,4827,5,ESCUELA ESPECIAL TOMÉ, ,69150100,1,8,BBIO,81,8111,TOMÉ,83,CONCEPCIÓN,2,1,0,0,212,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.6386261,-72.95159912,63kpefn,POINT (-72.95159912 -36.6386261),8111,Tomé
4000,2019,4829,1,LICEO VICENTE ALBERTO PALACIOS VALDES, ,69150100,1,8,BBIO,81,8111,TOMÉ,83,CONCEPCIÓN,2,1,0,1,310,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.61371994,-72.95602417,63kpeye,POINT (-72.95602417000001 -36.61371994),8111,Tomé
4001,2019,4830,5,LICEO REPÚBLICA DEL ECUADOR, ,69150100,1,8,BBIO,81,8111,TOMÉ,83,CONCEPCIÓN,2,1,0,1,10,110,299,310,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.61575317,-72.95342255,63kpeyk,POINT (-72.95342255 -36.61575317),8111,Tomé
4002,2019,4831,3,ESCUELA BASICA BELLAVISTA, ,69150100,1,8,BBIO,81,8111,TOMÉ,83,CONCEPCIÓN,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.63693619,-72.95194244,63kpefq,POINT (-72.95194244 -36.63693619),8111,Tomé
4003,2019,4832,1,ESCUELA BASICA IGNACIO SERRANO MONTANER, ,69150100,1,8,BBIO,81,8111,TOMÉ,83,CONCEPCIÓN,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.61006927,-72.95890045,63kpez2,POINT (-72.95890045 -36.61006927),8111,Tomé
4004,2019,4834,8,ESCUELA BASICA DICHATO, ,69150100,1,8,BBIO,81,8111,TOMÉ,83,CONCEPCIÓN,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,3, ,GRATUITO,GRATUITO,-36.54820633,-72.93545532,63s0h6d,POINT (-72.93545532 -36.54820633),8111,Tomé
4005,2019,4835,6,ESCUELA BASICA ARTURO PRAT, ,69150100,1,8,BBIO,81,8111,TOMÉ,83,CONCEPCIÓN,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.61583328,-72.96094513,63kpewr,POINT (-72.96094513 -36.61583328),8111,Tomé
4006,2019,4836,4,ESCUELA BASICA REPUBLICA DE PANAMA, ,69150100,1,8,BBIO,81,8111,TOMÉ,83,CONCEPCIÓN,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.62612534,-72.95333099,63kpeum,POINT (-72.95333099 -36.62612534),8111,Tomé
4007,2019,4837,2,ESCUELA BASICA RAFAEL, ,69150100,1,8,BBIO,81,8111,TOMÉ,83,CONCEPCIÓN,2,1,1,1,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.62891388,-72.79298401,63kpxec,POINT (-72.79298401 -36.62891388),8111,Tomé
4008,2019,4838,0,ESCUELA BASICA CARLOS MAHNS CHOUPAY, ,69150100,1,8,BBIO,81,8111,TOMÉ,83,CONCEPCIÓN,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.61971283,-72.95136261,63kpevw,POINT (-72.95136261 -36.61971283),8111,Tomé
4009,2019,4839,9,ESCUELA BASICA COCHOLGUE, ,69150100,1,8,BBIO,81,8111,TOMÉ,83,CONCEPCIÓN,2,1,1,1,10,110,0,0,0,0,0,0,0,0,0,1,1,3, ,GRATUITO,GRATUITO,-36.59735107,-72.97528076,63kpg3t,POINT (-72.97528076 -36.59735107),8111,Tomé
4010,2019,4840,2,ESCUELA BASICA Y ADULTOS CALIFORNIA, ,69150100,1,8,BBIO,81,8111,TOMÉ,83,CONCEPCIÓN,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,3, ,GRATUITO,GRATUITO,-36.62192917,-72.94612122,63kpsj4,POINT (-72.94612121999999 -36.62192917),8111,Tomé
4011,2019,4841,0,ESCUELA BASICA CERRO ESTANQUE, ,69150100,1,8,BBIO,81,8111,TOMÉ,83,CONCEPCIÓN,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,7,CRISTIANA,GRATUITO,GRATUITO,-36.61146545,-72.94744873,63kpsp1,POINT (-72.94744873 -36.61146545),8111,Tomé
4012,2019,4842,9,ESCUELA MARIANO EGANA, ,69150100,1,8,BBIO,81,8111,TOMÉ,83,CONCEPCIÓN,2,1,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.60774231,-72.94945526,63kpezz,POINT (-72.94945525999999 -36.60774231),8111,Tomé
4013,2019,4843,7,ESCUELA BÁSICA LISA ENRIQUETA PETER TEUBNER, ,69150100,1,8,BBIO,81,8111,TOMÉ,83,CONCEPCIÓN,2,1,0,1,10,110,299,0,0,0,0,0,0,0,0,1,1,3, ,GRATUITO,GRATUITO,-36.61536407,-72.93959808,63kpsnr,POINT (-72.93959808 -36.61536407),8111,Tomé
4014,2019,4844,5,ESCUELA BASICA MENQUE, ,69150100,1,8,BBIO,81,8111,TOMÉ,83,CONCEPCIÓN,2,1,1,1,10,110,0,0,0,0,0,0,0,0,0,1,1,7,DIVERSIDAD RELIGIOSA,GRATUITO,GRATUITO,-36.55350494,-72.86693573,63s0jce,POINT (-72.86693572999999 -36.55350494),8111,Tomé
4015,2019,4845,3,ESCUELA BASICA PUNTA DE PARRA, ,69150100,1,8,BBIO,81,8111,TOMÉ,83,CONCEPCIÓN,2,1,1,1,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.67213058,-72.95858002,63kp7u1,POINT (-72.95858002 -36.67213058),8111,Tomé
4017,2019,4848,8,ESCUELA BASICA SAN CARLITOS, ,69150100,1,8,BBIO,81,8111,TOMÉ,83,CONCEPCIÓN,2,1,1,1,10,110,0,0,0,0,0,0,0,0,0,1,1,7,LAICA,GRATUITO,GRATUITO,-36.63711929,-72.84799957,63kpw63,POINT (-72.84799957 -36.63711929),8111,Tomé
4018,2019,4849,6,ESCUELA BASICA PISSIS, ,69150100,1,8,BBIO,81,8111,TOMÉ,83,CONCEPCIÓN,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9, ,GRATUITO,SIN INFORMACION,-36.61332149,-72.80306287,63kpxqd,POINT (-72.80306287000001 -36.61332149),8111,Tomé
4019,2019,4851,8,ESCUELA BASICA BURCA, ,69150100,1,8,BBIO,81,8111,TOMÉ,83,CONCEPCIÓN,2,1,1,1,110,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.4820137,-72.9074173,63s0kyw,POINT (-72.90741730000001 -36.4820137),8111,Tomé
4020,2019,4852,6,ESCUELA BASICA CALETA DEL MEDIO, ,69150100,1,8,BBIO,81,8111,TOMÉ,83,CONCEPCIÓN,2,1,1,1,10,110,0,0,0,0,0,0,0,0,0,1,1,7,VALÓRICO,GRATUITO,GRATUITO,-36.53820801,-72.95957184,63s05u2,POINT (-72.95957184 -36.53820801),8111,Tomé
4022,2019,4854,2,ESCUELA BASICA SAN FRANCISCO, ,69150100,1,8,BBIO,81,8111,TOMÉ,83,CONCEPCIÓN,2,1,1,1,110,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.59887695,-72.82754517,63kpyc2,POINT (-72.82754516999999 -36.59887695),8111,Tomé
4023,2019,4855,0,ESCUELA BASICA MILLAHUE, ,69150100,1,8,BBIO,81,8111,TOMÉ,83,CONCEPCIÓN,2,1,1,1,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.70532608,-72.78089905,63kppvf,POINT (-72.78089905 -36.70532608),8111,Tomé
4024,2019,4856,9,ESCUELA BASICA LOS QUILLAYES, ,69150100,1,8,BBIO,81,8111,TOMÉ,83,CONCEPCIÓN,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9, ,SIN INFORMACION,SIN INFORMACION,-36.59218754,-72.83976416,63kpy6x,POINT (-72.83976416 -36.59218754),8111,Tomé
4026,2019,4858,5,ESCUELA BASICA CORONEY, ,69150100,1,8,BBIO,81,8111,TOMÉ,83,CONCEPCIÓN,2,1,1,1,110,0,0,0,0,0,0,0,0,0,0,1,1,3, ,GRATUITO,GRATUITO,-36.66834259,-72.89241791,63kpmk9,POINT (-72.89241791000001 -36.66834259),8111,Tomé
4027,2019,4859,3,ESCUELA BASICA CHUPALLAR, ,69150100,1,8,BBIO,81,8111,TOMÉ,83,CONCEPCIÓN,2,1,1,1,110,0,0,0,0,0,0,0,0,0,0,1,1,7,EVANGELICA,GRATUITO,GRATUITO,-36.54279709,-72.82662201,63s0ng9,POINT (-72.82662200999999 -36.54279709),8111,Tomé
4028,2019,4860,7,ESCUELA BASICA VEGAS DE COLIUMO, ,69150100,1,8,BBIO,81,8111,TOMÉ,83,CONCEPCIÓN,2,1,1,1,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.5562973,-72.95907593,63s05c0,POINT (-72.95907593 -36.5562973),8111,Tomé
4029,2019,4861,5,ESCUELA BASICA SAN ANTONIO, ,69150100,1,8,BBIO,81,8111,TOMÉ,83,CONCEPCIÓN,2,1,1,1,110,0,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,GRATUITO,-36.71009064,-72.85897064,63kpnj1,POINT (-72.85897064 -36.71009064),8111,Tomé
4032,2019,4865,8,ESCUELA PARTICULAR MARGARITA NASEAU, ,65108621,1,8,BBIO,81,8111,TOMÉ,83,CONCEPCIÓN,3,2,0,1,10,110,310,0,0,0,0,0,0,0,0,1,1,2, ,GRATUITO,GRATUITO,-36.61709755,-72.96132054,63kpewp,POINT (-72.96132054 -36.61709755),8111,Tomé
4033,2019,4866,6,COLEGIO DOCTOR GUILLERMO VELASCO BARROS, ,65154549,1,8,BBIO,81,8111,TOMÉ,83,CONCEPCIÓN,3,2,0,1,10,110,0,0,0,0,0,0,0,0,0,1,1,1, ,GRATUITO,$25.001 A $50.000,-36.61710704,-72.96008125,63kpey0,POINT (-72.96008125 -36.61710704),8111,Tomé
4034,2019,4867,4,ESCUELA BASICA RAFAEL AMPUERO VILLARROEL, ,65145524,1,8,BBIO,81,8111,TOMÉ,83,CONCEPCIÓN,3,2,1,1,10,110,0,0,0,0,0,0,0,0,0,1,1,3, ,GRATUITO,GRATUITO,-36.6298326,-72.794687,63kpxe8,POINT (-72.794687 -36.6298326),8111,Tomé
4055,2019,4891,7,ESCUELA BASICA ROA, ,69150700,1,8,BBIO,81,8104,FLORIDA,83,CONCEPCIÓN,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2, ,GRATUITO,GRATUITO,-36.735126,-72.78807068,63kpp8t,POINT (-72.78807068 -36.735126),8111,Tomé
